id,category,priority,status,status_reason,platform,product_found,codename,submitted_date,title,hsd_link
14014839138,Confirmed Silicon,p3-medium,complete,complete.product_changed,Eagle Stream SPR SP,Archer City,SPR,08/03/2021,"[Cluster][EGS SPR SF][D0] MCA_DISPATCHER_RUN_BUSY_TIMEOUT Ack missing from single core in C0 Sandstone / Warm Reset",https://hsdes.intel.com/appstore/article/#/14014839138
14014613214,Confirmed Silicon,p2-high,complete,complete.product_changed,Eagle Stream SPR SP,Archer City,SPR,07/21/2021,"[Cluster][GDC SPR D0] MCA_LLC_BIST_ACTIVE_TIMEOUT cold-reset + memory margin/reset",https://hsdes.intel.com/appstore/article/#/14014613214
14014504547,Confirmed Silicon,p2-high,complete,complete.product_changed,Eagle Stream SPR SP,Archer City,SPR,07/06/2021,"[EGS][Cluster][SPR][C2] MCA_PMSB_TIMEOUT while running Sandstone",https://hsdes.intel.com/appstore/article/#/14014504547
14014278294,Confirmed Silicon,p1-showstopper,complete,complete.product_changed,Eagle Stream SPR SP,Archer City,SPR,06/07/2021,"[EGS SPR-D0][Cluster][RPP] CHA parity (AK_BL_UQID_PTY_ERROR) + UBOX STOP1A errors while running Sandstone chaos",https://hsdes.intel.com/appstore/article/#/14014278294
22013149777,Confirmed Silicon,p3-medium,complete,complete.product_changed,Eagle Stream SPR SP,Archer City,SPR,05/19/2021,"[QualityTF][SPR XCC C2] Core 3 strike, CHA TOR_TIMEOUT and s3m_unit_s3m_error when Stressapptest + Sandstone mixed with fast warm reset cycles",https://hsdes.intel.com/appstore/article/#/22013149777
14014090722,Confirmed Silicon,p2-high,complete,complete.product_changed,Eagle Stream SPR SP,Archer City,SPR,05/11/2021,"[Cluster][EGS SPR C2] PM MCA_IOSFSB_PMREQ_CMP_TIMEOUT + CHA TOR TO found during burnin-sandstone-rf-warm content",https://hsdes.intel.com/appstore/article/#/14014090722
22013017238,Confirmed Silicon,p2-high,complete,complete.workaround,Eagle Stream SPR SP,Archer City,SPR,04/28/2021,"[OPUS-GDC][EGS SPR C2][cluster][multiple systems] Signature TOR_TIMEOUT during burnin-sandstone-rf-cold content",https://hsdes.intel.com/appstore/article/#/22013017238
22012774304,Confirmed Silicon,p2-high,complete,complete.product_changed,Eagle Stream SPR SP,Archer City,SPR,03/31/2021,"[Cluster][EGS SPR C1] Signature CORE_WB_MISS_LLC during sandstone-release-tgrb4 content",https://hsdes.intel.com/appstore/article/#/22012774304
22012724143,Confirmed Silicon,p2-high,complete,complete.product_changed,Eagle Stream SPR SP,Archer City,SPR,03/25/2021,"[Cluster][EGS SPR B0][C2] MCA_PKGS_UNIT_TYPE_SCFUBOX_TIMEOUT running ive-stressng-memory - sandstone memcpy",https://hsdes.intel.com/appstore/article/#/22012724143
14013789944,Confirmed Silicon,p2-high,complete,complete.product_changed,Eagle Stream SPR SP,Archer City,SPR,02/26/2021,"[EGS][SPR B0,D0][Cluster][Lemongrass] Core 3-strike running sandstone-chaos",https://hsdes.intel.com/appstore/article/#/14013789944
14013775827,Confirmed Silicon,p2-high,complete,complete.workaround,Eagle Stream SPR SP,Archer City,SPR,02/25/2021,"[Cluster][EGS SPR B0] spurious DTLB parity machine check",https://hsdes.intel.com/appstore/article/#/14013775827
22012280099,Confirmed Silicon,p2-high,complete,complete.product_changed,Whitley Platforms,Fast Track Smc,ICX,02/04/2021,"[ICX][Whitley][Cluster][SMC][Ultra][Sandstone - 1st_run] CATERR reported in node r01s01",https://hsdes.intel.com/appstore/article/#/22012280099
22011493992,Confirmed Silicon,p2-high,complete,complete,Eagle Stream SPR SP,Archer City,SPR,10/02/2020,"[Cluster][EGS SPR A2/B0][Sandstone Combo] Error found in ieh1.lerruncsts2 (PCIEGen4_RPA_DMI.PI5.0)",https://hsdes.intel.com/appstore/article/#/22011493992
14012462331,Confirmed Silicon,p2-high,complete,complete,Eagle Stream SPR SP,Archer City,SPR,09/10/2020,"[SPR][Cluster] CORE_WB_MISS_LLC while running Sandstone-46",https://hsdes.intel.com/appstore/article/#/14012462331
14012394711,Confirmed Silicon,p2-high,complete,complete,Eagle Stream SPR SP,Archer City,SPR,09/02/2020,"[Cluster][SPR XCC A1][pre-alpha] AVX512CD conflict_detection found during sandstone execution",https://hsdes.intel.com/appstore/article/#/14012394711
22011336113,Confirmed Silicon,p2-high,complete,complete,Whitley Platforms,Wilson City,ICX,08/26/2020,"[ICX][Whitley][Cluster][XCC D0] Not ok with sandstone spinlock_test0008 Core dumped Quit WW34 weekend execution",https://hsdes.intel.com/appstore/article/#/22011336113
14012180314,Confirmed Silicon,p2-high,complete,complete,Whitley Platforms,Wilson City,ICX,08/04/2020,"[ICX][Whitley][Cluster][XCC C0] Master for zstd_aaa and libmvec timed out during WW31 weekend execution while running virt mode",https://hsdes.intel.com/appstore/article/#/14012180314
1707238410,Confirmed Silicon,p2-high,complete,complete,Whitley Platforms,Wilson City,ICX,06/16/2020,"[ICX-C0-XCC][Cluster][QOT-CAS] Mixer run with imunch results in uncorrectable error with only Core-0 in Hung State",https://hsdes.intel.com/appstore/article/#/1707238410
22010707988,Confirmed Silicon,p2-high,complete,complete,Whitley Platforms,Wilson City,ICX,05/11/2020,"[ICX HCC][Whitley][Cluster][tsx] Multiple systems failing Sandstone Combo Tests - TSX tests as main failure signature",https://hsdes.intel.com/appstore/article/#/22010707988
14011439924,Confirmed Silicon,p2-high,complete,complete,Whitley Platforms,Wilson City,ICX,05/04/2020,"[ICX][Whitley][Cluster][memcpy] Multiple systems failing Sandstone Combo Tests - memcpy tests as main failure signature",https://hsdes.intel.com/appstore/article/#/14011439924
14011352071,Confirmed Silicon,p1-showstopper,complete,complete,Whitley Platforms,Wilson City,ICX,04/21/2020,"ICX segfault with sandstone content",https://hsdes.intel.com/appstore/article/#/14011352071
14011350553,Confirmed Silicon,p2-high,complete,complete,Whitley Platforms,Wilson City,ICX,04/20/2020,"[ICX][mulx64][Cluster] node r18s16 failed mulx64 sandstone",https://hsdes.intel.com/appstore/article/#/14011350553
22010039282,Confirmed Silicon,p2-high,complete,complete,Whitley Platforms,Wilson City,ICX,12/27/2019,"[ICX][Whitley][Cluster Power On][Sandstone] spinlock (all) tests failures",https://hsdes.intel.com/appstore/article/#/22010039282
